id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,cluster
1OfFh3OQY1qafrjfgAzIaV,Loves I've Known,['Pete Drake'],128176,1962,1962,0.217,0.363,0.366,0.847,0.329,-12.574,0.0308,192.999,0.899,1,2,11,0,2
4Qd0pa3JO76UEwhos9JmN0,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix","['Future', 'Drake', 'DaBaby', 'Lil Baby']",314761,5/15/20,2020,0.106,0.79,0.566,0.0,0.119,-8.33,0.437,142.016,0.586,1,5,69,1,1
3dBveK0fmnxbiXXgAX6lau,Come and See Me (feat. Drake),"['PARTYNEXTDOOR', 'Drake']",235477,3/23/16,2016,0.0511,0.717,0.347,2.43e-06,0.087,-10.265,0.0636,84.987,0.0589,0,11,57,1,1
2G7QCDuRM7rTj0pX21e0xk,Cece's Interlude,['Drake'],154120,1/1/10,2010,0.0549,0.473,0.603,6.25e-06,0.115,-6.875,0.0319,94.984,0.234,0,9,43,0,1
2hcohLIysMxofYziluXCoX,Ignant Shit (feat. Lil Wayne),"['Drake', 'Lil Wayne']",302492,2009,2009,0.186,0.591,0.846,0.0,0.463,-3.687,0.276,94.795,0.121,1,7,58,1,1
0ConttVd0Ebk3dLNquOmh0,Moment 4 Life,"['Nicki Minaj', 'Drake']",279307,1/1/10,2010,0.406,0.68,0.882,0.0,0.241,-3.883,0.236,97.943,0.386,1,11,63,1,1
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),"['Meek Mill', 'Drake']",180522,11/30/18,2018,0.259,0.889,0.496,0.0,0.252,-6.365,0.0905,86.003,0.544,0,4,83,1,1
2YaDRtIlQiZ5WDDB2YuEOC,You & The 6,['Drake'],264907,2/12/15,2015,0.168,0.545,0.476,0.0,0.13,-7.444,0.284,154.362,0.223,0,7,56,1,1
4F5wWFbs9N80s5eJeNDM83,Oriental Twist,['Pete Drake'],114885,1962,1962,0.202,0.432,0.715,0.783,0.151,-11.573,0.0328,100.359,0.963,0,9,12,0,1
5ThJAPtuOCTV8owZUop495,305 To My City,"['Drake', 'Detail']",255853,1/1/13,2013,0.0567,0.419,0.494,0.0,0.144,-8.782,0.345,67.622,0.134,0,4,49,1,1
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),"['Drake', 'Giveon']",220488,5/1/20,2020,0.629,0.735,0.449,0.0,0.113,-7.507,0.347,122.947,0.0397,1,10,88,1,2
4X5f3vT8MRuXF68pfjNte5,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","['A$AP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']",233787,2013,2013,0.024,0.852,0.693,0.0,0.11,-6.87,0.274,95.967,0.66,1,1,76,1,1
3kgqHVqfiabABjaFi9Tnhn,Live For,"['The Weeknd', 'Drake']",222667,1/1/13,2013,0.517,0.626,0.68,0.0,0.114,-7.64,0.112,75.978,0.227,1,0,60,1,1
5bm0CcD5R9Nj04QbMvwugt,Started From the Bottom,['Drake'],174133,1/1/13,2013,0.0328,0.794,0.522,0.0,0.156,-7.829,0.159,86.318,0.567,1,8,51,1,1
0X77LCc8xGiel9tfudannE,"And This Is My Beloved (from ""Kismet"")","['Alfred Drake', 'Henry Calvin', 'Richard Banke', 'Lee Venora']",250987,1947,1947,0.936,0.291,0.388,0.0,0.486,-12.643,0.0397,88.176,0.147,1,5,3,0,0
4n4BflhWjCHIxrI4v7Xt9s,How Bout Now,['Drake'],235566,8/2/19,2019,0.205,0.789,0.404,0.0,0.219,-8.364,0.23,122.062,0.472,1,1,64,1,1
2fkeWbM6iqTw7oGHTYm2lw,4422,"['Drake', 'Sampha']",186293,3/18/17,2017,0.558,0.609,0.229,0.0413,0.113,-12.36,0.0333,111.887,0.19,0,11,62,0,0
3XLSlQLJf3Ut0zvMUxnF1h,Houstatlantavegas,['Drake'],290791,2009,2009,0.393,0.683,0.695,0.00124,0.124,-6.798,0.0574,135.337,0.406,0,1,59,1,1
3a8tAZFJxlmBwOtrf5L1oC,6 God,['Drake'],180667,2/12/15,2015,0.0249,0.868,0.623,0.0,0.125,-8.595,0.101,105.446,0.498,1,2,62,1,1
3LnJM1B5Mjgx5LfT9plXUU,LOYAL (feat. Drake),"['PARTYNEXTDOOR', 'Drake']",197973,3/26/20,2020,0.517,0.866,0.53,0.00159,0.0946,-6.347,0.0495,104.952,0.203,0,0,77,0,1
6d01Jkzt0zYiQINWJJFCaf,From The Morning,['Nick Drake'],152040,2/25/72,1972,0.864,0.639,0.166,0.0752,0.115,-19.269,0.0446,109.227,0.398,1,0,52,0,0
3VCYe6mCXebBgcfzaxCVNI,Both (feat. Drake & Lil Wayne) - Remix,"['Gucci Mane', 'Drake', 'Lil Wayne']",252017,4/14/17,2017,0.0606,0.834,0.493,7.95e-05,0.0666,-6.567,0.128,140.007,0.28,0,5,59,1,1
2MvmsEPBWo9SMo4w3Ol7tN,Poor Boy,['Nick Drake'],367427,3/6/70,1970,0.755,0.484,0.318,0.448,0.238,-14.771,0.0328,167.058,0.539,1,0,40,0,2
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,['Drake'],240653,5/6/16,2016,0.0319,0.588,0.674,7.55e-06,0.122,-7.083,0.171,193.893,0.198,1,7,70,1,1
48RN2EOOyG2Gs5Pyla7ZJj,Worst Behavior,['Drake'],270187,1/1/13,2013,0.158,0.779,0.799,0.0,0.209,-6.359,0.15,109.944,0.414,1,9,57,1,1
1bzM1cd6oqFozdr4wK6HdR,Blessings,"['Big Sean', 'Drake']",252040,2/24/15,2015,0.33,0.79,0.621,0.0,0.122,-7.634,0.275,118.896,0.15,1,1,66,1,1
3k5C3vlDqE5rOqiikOjJ10,The Thoughts Of Mary Jane,['Nick Drake'],198813,7/3/69,1969,0.687,0.437,0.321,0.669,0.164,-15.441,0.0319,122.786,0.389,1,3,39,0,0
5bDEA48Dxyxoc3K4Dt7yRE,Karaoke,['Drake'],227960,1/1/10,2010,0.00879,0.758,0.654,0.0258,0.0797,-7.097,0.116,151.008,0.949,1,0,46,0,1
12VWzyPDBCc8fqeWCAfNwR,One Dance,"['Drake', 'WizKid', 'Kyla']",173987,5/13/16,2016,0.00776,0.792,0.625,0.00188,0.329,-5.609,0.0536,103.967,0.37,1,1,66,0,1
6E1ILfm6wNkA6kautk3mQP,Furthest Thing,['Drake'],267373,1/1/13,2013,0.147,0.484,0.78,0.0,0.057,-5.264,0.135,137.101,0.271,0,9,51,1,1
7hfmDgabHGV3SNHDUwWlvu,Headlines,['Drake'],236000,11/15/11,2011,0.37,0.636,0.548,0.000525,0.0918,-7.178,0.089,152.05,0.422,0,6,42,0,1
12kyvbbCMEmjlrdCaYjJpM,"Kiss Me, Kate: I've Come to Wive It Wealthily in Padua","['Cole Porter', 'Alfred Drake', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",129840,1949,1949,0.834,0.69,0.369,0.0,0.406,-13.898,0.378,112.395,0.801,1,10,6,0,2
5EMKS6mLi4JprJxy8IGdhT,DnF (feat. Drake & Future),"['Preme', 'Drake', 'Future']",205387,9/9/14,2014,0.0836,0.707,0.599,0.0,0.31,-7.053,0.305,76.881,0.55,0,0,57,1,1
4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),"['BlocBoy JB', 'Drake']",181263,2/9/18,2018,0.00104,0.922,0.581,5.86e-05,0.105,-7.495,0.27,140.022,0.595,1,10,77,1,1
6Kj17Afjo1OKJYpf5VzCeo,Pain 1993 (with Playboi Carti),"['Drake', 'Playboi Carti']",149078,5/1/20,2020,0.163,0.825,0.373,0.0,0.368,-5.532,0.108,77.271,0.12,0,5,84,1,1
2wDz70kiUyVKNSusLt7CNL,Forever,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",357347,1/1/09,2009,0.234,0.469,0.931,0.0,0.208,-1.351,0.365,106.249,0.527,0,5,40,0,1
6fLVTVaHWaEfVKfEgbkf4D,Losses,['Drake'],271184,5/1/20,2020,0.28,0.551,0.57,0.0,0.424,-7.385,0.351,85.687,0.505,0,1,73,1,1
6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,"['Migos', 'Drake']",276147,1/26/18,2018,0.0876,0.907,0.633,2.6e-06,0.106,-5.145,0.184,145.914,0.395,1,2,77,1,1
66cIVXwMJQKw4GnxIiCeP2,She Will,"['Lil Wayne', 'Drake']",305840,1/1/11,2011,0.000402,0.364,0.841,0.0,0.242,-4.831,0.119,100.14,0.0841,1,8,56,1,1
7MjSipTto9QljYzZnloXOn,Views,['Drake'],311960,5/6/16,2016,0.0657,0.426,0.852,0.0,0.262,-5.896,0.318,78.855,0.11,1,0,58,1,1
2XlHu0HcujBCkWMdIAvrqt,Blem,['Drake'],216558,3/18/17,2017,0.0533,0.726,0.535,1.38e-05,0.0984,-7.804,0.0476,98.067,0.375,0,7,65,0,1
3mvA09zRuyVGo7nEPkuStP,Parasite,['Nick Drake'],214173,2/25/72,1972,0.777,0.619,0.189,9.68e-05,0.103,-16.646,0.036,131.465,0.242,1,11,46,0,0
1ID1QFSNNxi0hiZCNcwjUC,Legend,['Drake'],241853,2/12/15,2015,0.0266,0.714,0.563,0.0,0.0776,-7.574,0.0723,100.091,0.31,1,1,68,1,1
6RGvWCHTS6BC46TsMyN0WM,Headlines,['Drake'],236733,1/1/11,2011,0.362,0.646,0.557,0.000264,0.0909,-7.173,0.127,151.98,0.403,0,6,53,1,1
7vjtAU3Ns1AT4dRa0voHBJ,Right Here,"['Justin Bieber', 'Drake']",204187,6/15/12,2012,0.0235,0.642,0.57,0.0,0.329,-4.966,0.0421,92.042,0.731,1,1,55,0,1
0hRPRbA2B1CYmGNhWhFjwF,Fall For Your Type (feat. Drake),"['Jamie Foxx', 'Drake']",269533,12/17/10,2010,0.394,0.593,0.393,3.24e-06,0.11,-11.736,0.0827,136.866,0.193,1,1,54,1,2
0YFGTPHLT7MkmRzZcPyMXN,Gesticulate,"['Henry Calvin', 'Joan Diener', 'Alfred Drake', 'Kismet Ensemble']",259773,1953,1953,0.949,0.394,0.459,0.0,0.561,-11.95,0.157,81.68,0.473,1,7,6,0,0
1K4LoF9CsIZoiJffmQ6gJX,"Kiss Me, Kate: Were Thine That Special Face","['Cole Porter', 'Alfred Drake', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",248693,1949,1949,0.92,0.287,0.336,6.55e-05,0.254,-14.0,0.0365,82.916,0.388,0,10,5,0,0
6UjfByV1lDLW0SOVQA4NAi,Gyalchester,['Drake'],189230,3/18/17,2017,0.0317,0.877,0.391,0.000502,0.0945,-8.196,0.063,131.018,0.122,1,1,69,1,1
0TlLq3lA83rQOYtrqBqSct,Nonstop,['Drake'],238614,6/29/18,2018,0.0164,0.912,0.412,0.013,0.104,-8.074,0.124,154.983,0.422,1,7,81,1,1
4YJmZfvlheSziXem8HBWrj,Still Here,['Drake'],189853,5/13/16,2016,0.0267,0.833,0.431,0.0,0.633,-9.604,0.194,133.938,0.224,1,0,59,1,1
0V4l4GQhgnWQGtCWpvA7va,Crew Love,"['Drake', 'The Weeknd']",208813,11/15/11,2011,0.227,0.418,0.546,0.0,0.229,-9.057,0.238,160.152,0.294,0,0,69,1,1
1p3vijWl4pezgUtyCmCVln,The Zone,"['The Weeknd', 'Drake']",418507,1/1/12,2012,0.26,0.619,0.521,0.000542,0.101,-8.092,0.0744,139.886,0.254,0,3,45,1,1
124NFj84ppZ5pAxTuVQYCQ,Take Care,"['Drake', 'Rihanna']",277387,11/15/11,2011,0.0267,0.629,0.515,1.22e-05,0.0888,-10.358,0.265,121.845,0.299,0,0,72,1,1
5UsLjwBaTHBX4ektWIr4XX,Forever,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",357707,5/15/09,2009,0.249,0.457,0.906,0.0,0.182,-2.278,0.342,104.02,0.54,0,5,68,1,1
4yQqhoEeRcsMfr7tqEea7f,The Language,['Drake'],224013,1/1/13,2013,0.0125,0.831,0.651,0.0,0.0809,-8.363,0.437,120.064,0.502,1,1,49,1,1
39liuGHPxn2sAyvO6DINor,Back On Road,"['Gucci Mane', 'Drake']",149080,7/22/16,2016,0.329,0.833,0.673,0.0,0.136,-6.981,0.315,148.019,0.753,0,1,55,1,1
3IQgeOgdHIag6mu0mgKRgQ,The Language,['Drake'],224013,1/1/13,2013,0.0125,0.831,0.651,0.0,0.0809,-8.363,0.437,120.064,0.502,1,1,56,1,1
1VMQYQQlYHhbudATkSJiP1,Makin’ Me Look Good Again,['Drake White'],238933,8/19/16,2016,0.354,0.574,0.586,0.0,0.106,-6.141,0.0337,127.795,0.26,1,10,56,0,1
1wZqJM5FGDEl3FjHDxDyQd,Come and See Me (feat. Drake),"['PARTYNEXTDOOR', 'Drake']",235477,8/12/16,2016,0.0511,0.717,0.347,2.43e-06,0.087,-10.265,0.0636,84.987,0.0589,0,11,73,1,1
7bJ4mu7MHa3rHiNyKjOoSl,Ice Melts,"['Drake', 'Young Thug']",250770,3/18/17,2017,0.08,0.813,0.551,0.0,0.386,-7.605,0.353,124.957,0.598,0,6,61,1,1
156LzfvMNKuXuiot4uzhGD,No Complaints (feat. Offset & Drake) (Bonus),"['Metro Boomin', 'Offset', 'Drake']",265480,11/6/18,2018,0.0709,0.914,0.572,0.00237,0.0599,-8.82,0.166,123.963,0.203,1,2,67,1,1
0GR7iJLhj80KD5LkA14ZRn,Digital Dash,"['Drake', 'Future']",231231,9/20/15,2015,0.00296,0.881,0.546,4.72e-06,0.226,-7.566,0.12,140.032,0.276,1,2,60,1,1
05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),"['Drake', 'Fivio Foreign', 'Sosa Geek']",204805,5/1/20,2020,0.423,0.543,0.766,0.0,0.155,-3.387,0.343,106.869,0.729,0,0,79,1,1
7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,"['Drake', 'Birdman']",247947,11/15/11,2011,0.00171,0.386,0.488,0.0,0.64,-7.303,0.422,193.397,0.217,0,1,57,1,1
4kdfjhj9xNkYU0R8xlDy8k,6 Man,['Drake'],167653,2/12/15,2015,0.217,0.568,0.535,0.0,0.114,-9.306,0.513,83.589,0.326,1,4,60,1,3
2u6PeEPCbQUP656PbSi7AH,Things Behind The Sun,['Nick Drake'],234467,2/25/72,1972,0.877,0.674,0.152,0.0953,0.113,-18.557,0.0461,102.859,0.251,1,1,50,0,0
3O8NlPh2LByMU9lSRSHedm,Controlla,['Drake'],245227,5/6/16,2016,0.0781,0.611,0.468,0.0,0.101,-11.084,0.179,92.092,0.349,0,10,72,1,1
2bjwRfXMk4uRgOD9IBYl9h,Portland,"['Drake', 'Quavo', 'Travis Scott']",236615,3/18/17,2017,0.0172,0.925,0.443,0.0,0.276,-8.216,0.264,136.078,0.35,1,1,74,1,1
7CMIy0uwXyeBv2MvaEUJM1,Leave It All To Me (Theme from iCarly) (feat. Drake Bell),"['Miranda Cosgrove', 'Drake Bell']",158413,12/18/07,2007,0.00294,0.233,0.8,0.0,0.0594,-5.543,0.105,209.767,0.564,1,7,57,0,1
1dUHF4RyMmMTveJ0Rby6Xm,Can’t Take A Joke,['Drake'],163974,6/29/18,2018,0.128,0.761,0.598,0.0,0.0839,-7.249,0.182,173.897,0.447,0,10,67,1,1
3eN46sMTppXYMAyWi37wn1,Come Thru,['Drake'],236360,1/1/13,2013,0.159,0.558,0.468,0.0,0.586,-5.812,0.173,81.977,0.405,1,3,59,1,1
0MmqaSn9dzP5GHxZ933V4l,Worst Behavior,['Drake'],270187,1/1/13,2013,0.158,0.779,0.799,0.0,0.209,-6.359,0.15,109.944,0.414,1,9,50,1,1
0PWQqF5PvqRq0OPLSH0FKI,Light Up,"['Drake', 'JAY-Z']",274147,1/1/10,2010,0.0936,0.472,0.908,0.0,0.15,-5.991,0.45,172.924,0.198,1,8,48,1,1
7jslhIiELQkgW9IHeYNOWE,Big Rings,"['Drake', 'Future']",217707,9/20/15,2015,0.00196,0.776,0.675,0.0,0.227,-6.224,0.266,131.984,0.27,0,8,62,1,1
0M0bBnanRqRGKs8pz7ZWi0,Harvest Breed,['Nick Drake'],95013,2/25/72,1972,0.905,0.75,0.13,0.0338,0.114,-19.021,0.0689,118.574,0.857,1,8,44,0,2
5lFDtgWsjRJu8fPOAyJIAK,Back To Back,['Drake'],170638,7/31/15,2015,0.00855,0.893,0.48,0.0,0.116,-3.728,0.356,86.976,0.382,0,1,67,1,1
6DCZcSspjsKoFjzjrWoCdn,God's Plan,['Drake'],198973,6/29/18,2018,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,77.169,0.357,1,7,84,1,1
2kdCIBJ24x9xjbTgyCgZsa,"Kiss Me, Kate: Were Thine That Special Face","['Cole Porter', 'Alfred Drake', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",248907,1949,1949,0.919,0.304,0.338,8.59e-05,0.246,-13.958,0.0363,83.151,0.376,0,10,0,0,0
5fHrHoJKfCgBd35zwIBmUK,D4L,"['Future', 'Drake', 'Young Thug']",189176,5/1/20,2020,0.0128,0.718,0.706,0.0,0.352,-5.709,0.06,170.004,0.815,1,1,79,1,1
3FFcZZq3Z3EJrhUecwcMdG,She Will,"['Lil Wayne', 'Drake']",305840,1/1/11,2011,0.000402,0.364,0.841,0.0,0.242,-4.831,0.119,100.14,0.0837,1,8,63,1,1
2WP8G2pdddDmnh1xbfKBOI,Finesse,['Drake'],182080,6/29/18,2018,0.133,0.807,0.32,0.000328,0.101,-8.152,0.0582,94.99,0.298,0,0,71,0,1
7rC5Pl8rQSX4myONQHYPBK,Mob Ties,['Drake'],205147,6/29/18,2018,0.0456,0.755,0.575,0.00124,0.276,-8.393,0.0678,85.987,0.49,0,4,73,1,1
4aPB8rSxGFISs0o6V2LrTy,Gold Roses (feat. Drake),"['Rick Ross', 'Drake']",345160,7/26/19,2019,0.0519,0.581,0.642,0.0,0.183,-5.318,0.407,80.142,0.536,1,1,63,1,1
2FpGKiMD2kGDn8Lb9RLRLk,Birthday Suit,['Cosmo Sheldrake'],80407,4/6/18,2018,0.828,0.739,0.575,7.35e-05,0.121,-8.109,0.22,62.474,0.532,1,8,59,0,2
6jBS2Es64QpNb7NNZ7i4hP,Galaxie,"['Pete Drake', 'Little Roy Wiggins']",132565,1962,1962,0.464,0.465,0.415,0.702,0.0954,-10.532,0.0313,120.465,0.626,1,5,13,0,2
1XWcdNQvGrX32fH09CwuWI,100it Racks,"['Future', '2 Chainz', 'Drake']",265038,10/13/16,2016,0.226,0.82,0.599,0.0489,0.105,-9.796,0.141,137.022,0.356,0,10,55,1,1
17q1nFo1UQvXiQ8TD7aI8H,Come Along,['Cosmo Sheldrake'],219413,10/12/17,2017,0.76,0.649,0.699,0.00474,0.208,-5.531,0.0846,97.967,0.309,0,0,55,0,1
5tFep7dXGd7vEJ668wTPux,Both (feat. Drake),"['Gucci Mane', 'Drake']",190312,12/16/16,2016,0.119,0.85,0.405,0.000118,0.0707,-7.509,0.225,139.976,0.344,0,7,69,1,1
2SDOxSSTYJlJYQYwHLadFQ,"Kiss Me, Kate: Finale: Kiss Me, Kate","['Cole Porter', 'Alfred Drake', 'Patricia Morison', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",47107,1949,1949,0.848,0.357,0.467,0.0,0.303,-7.94,0.114,187.404,0.916,1,10,0,0,2
63FCIsp86gqsScFOUJaY2J,The Olive Tree,['Alfred Drake'],157333,1953,1953,0.965,0.417,0.328,3.24e-05,0.137,-13.427,0.0607,79.183,0.554,1,1,6,0,0
3EEkEiU3FCFtqHTjFMHCn2,Flu Flamming,['Drakeo the Ruler'],140258,12/26/17,2017,0.354,0.897,0.639,0.0,0.114,-6.287,0.355,94.093,0.488,0,9,55,1,1
4i3GraNMzBKze1WsVl38DS,Bria's Interlude (feat. Omarion),"['Drake', 'Omarion']",139575,2009,2009,0.209,0.49,0.507,0.00104,0.119,-6.205,0.0849,147.037,0.237,0,2,52,1,1
6cblRiEGDRNZgowcm951R3,Sandra’s Rose,['Drake'],216333,6/29/18,2018,0.0481,0.487,0.849,0.0,0.143,-5.432,0.246,152.093,0.52,1,1,64,1,1
5eCRkTcecpAXVWtS11GP5C,From Time,"['Drake', 'Jhené Aiko']",322160,1/1/13,2013,0.626,0.738,0.491,0.0,0.126,-9.726,0.413,94.378,0.448,0,1,52,1,2
66790TBuwlIrGxWWTVc6yl,Day Is Done,['Nick Drake'],146027,7/3/69,1969,0.603,0.487,0.298,0.682,0.161,-15.225,0.0328,124.332,0.457,0,2,46,0,2
4gaz3uvhKgO078XcdzyPsl,Money To Blow - Street Version,"['Birdman', 'Lil Wayne', 'Drake']",258587,1/1/09,2009,0.0095,0.709,0.578,0.0,0.353,-8.686,0.0631,133.027,0.696,1,6,56,1,1
4PA16FAl8LPmFmOhARawdV,Weston Road Flows,['Drake'],253533,5/6/16,2016,0.0635,0.623,0.74,0.0,0.366,-6.945,0.307,82.874,0.351,1,1,59,1,1
7unUg1rIAVXyYVH5LPHc4R,Introduction,['Nick Drake'],92307,3/6/70,1970,0.0798,0.254,0.177,0.853,0.148,-19.158,0.035,91.153,0.361,1,7,41,0,0
1IWXAWo4u0H1D0QvSpvldn,Tony Montana (feat. Drake),"['Future', 'Drake']",245960,11/27/12,2012,0.011,0.674,0.732,0.0,0.439,-5.3,0.0724,143.12,0.247,0,10,45,1,1
7qje9qxLncMESiPeI27SAn,Say Something (Featuring Drake),"['Timbaland', 'Drake']",240920,1/1/09,2009,0.0845,0.555,0.713,0.0,0.712,-4.549,0.0911,79.934,0.725,1,11,55,0,1
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),"['Drake', 'Rick Ross']",205427,6/15/19,2019,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,100.541,0.101,0,10,85,1,1
2durxb17bXcmQJHSt8JAdO,No Tellin',['Drake'],310933,2/12/15,2015,0.543,0.823,0.467,1.06e-06,0.135,-10.394,0.301,95.026,0.618,0,0,61,1,2
76kyKtPLsFbQkdQ86QrkF4,Plastic Bag,"['Drake', 'Future']",202085,9/20/15,2015,0.0104,0.845,0.479,1.79e-06,0.157,-6.065,0.298,170.919,0.35,1,1,57,1,1
6LxSe8YmdPxy095Ux6znaQ,Headlines,['Drake'],235987,11/15/11,2011,0.365,0.636,0.566,0.000353,0.0917,-7.16,0.106,151.894,0.425,0,6,72,1,1
4cRBqWBjuccCowYVHFlXK6,Redemption,['Drake'],333947,5/6/16,2016,0.612,0.694,0.314,2.04e-06,0.117,-7.82,0.117,119.906,0.338,1,0,64,1,2
2sqsNXfN0HtgDEgaHXiUTa,Won't Be Late (feat. Drake),"['Swae Lee', 'Drake']",218710,8/16/19,2019,0.0824,0.915,0.588,0.000169,0.104,-6.302,0.0677,123.936,0.329,0,7,72,0,1
2pwPtne9zCNTsyYZDLHxDf,Poppin Bottles (feat. Drake),"['T.I.', 'Drake']",320160,12/6/10,2010,0.00189,0.629,0.853,0.0,0.34,-4.36,0.104,78.033,0.373,1,0,54,1,1
3fpTMuD1u3gJlVI4FadVHs,Fancy,"['Drake', 'T.I.', 'Swizz Beatz']",319387,1/1/10,2010,0.332,0.53,0.884,1.98e-06,0.355,-5.581,0.457,87.194,0.28,0,0,57,1,1
1chlt9Ig8WaeZEf0zOs8d8,I Believe,"['Jimmy Shirl', 'Al Stillman', 'Ervin M. Drake', 'Irvin Graham', 'Richard Tucker', 'Skitch Henderson & His Orchestra', 'Skitch Henderson', 'Skitch Henderson Orchestra']",156640,1950,1950,0.977,0.208,0.277,3.64e-06,0.128,-11.127,0.0354,170.492,0.143,1,4,0,0,0
7EAI848gzAJpFsEmk6Wi3c,Pound Cake / Paris Morton Music 2,"['Drake', 'JAY-Z']",433800,1/1/13,2013,0.139,0.521,0.762,1.11e-05,0.114,-6.75,0.534,164.289,0.264,1,2,51,1,1
4lEFOQiVlXsC8nejwMDQpG,Livin' The Dream,['Drake White'],187827,8/19/16,2016,0.0153,0.603,0.862,0.0,0.115,-4.461,0.0429,98.075,0.396,1,8,54,0,1
36vUpPVIKGQ41Tks2BfPNY,And This Is My Beloved,"['Doretta Morrow', 'Alfred Drake', 'Richard Kiley', 'Henry Calvin']",282093,1953,1953,0.969,0.302,0.34,0.009,0.196,-11.507,0.0354,94.703,0.151,1,5,9,0,0
1pYKzfOlpHWtVUiEIu4Vn7,What's My Name?,"['Rihanna', 'Drake']",263173,11/15/10,2010,0.223,0.695,0.782,0.0,0.0773,-2.967,0.0629,99.992,0.595,1,2,62,0,1
05KOgYg8PGeJyyWBPi5ja8,Free Smoke,['Drake'],218674,3/18/17,2017,0.0681,0.736,0.491,0.0,0.571,-6.892,0.439,141.979,0.203,0,10,64,1,1
75L0qdzRnhwV62UXoNq3pE,Up All Night,"['Drake', 'Nicki Minaj']",234333,1/1/10,2010,0.00782,0.606,0.811,1.49e-05,0.349,-4.667,0.278,156.347,0.276,1,7,61,1,1
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),"['Future', 'Drake']",237735,1/10/20,2020,0.0706,0.676,0.609,0.0,0.152,-5.831,0.481,142.037,0.508,0,2,90,1,1
3922kPG1JMYBNhACLo9j3f,4 My Town (Play Ball),"['Birdman', 'Drake', 'Lil Wayne']",261267,1/1/09,2009,0.0546,0.615,0.619,0.0,0.31,-6.567,0.231,152.105,0.521,1,1,44,1,1
7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,['Drake'],328907,5/6/16,2016,0.148,0.395,0.567,0.0,0.381,-7.687,0.0529,133.403,0.186,0,9,58,1,1
5eEj1vkMIqtmvaTk7cS4UC,She Will,"['Lil Wayne', 'Drake']",305840,1/1/11,2011,0.000402,0.364,0.841,0.0,0.242,-4.831,0.119,100.14,0.0837,1,8,51,1,1
4XFZey4zmgQV551M0hfaUg,Horn,['Nick Drake'],81067,2/25/72,1972,0.917,0.578,0.0226,0.823,0.139,-20.664,0.173,137.052,0.145,1,1,53,0,0
6UgxOrbHWJeqHvh0ost7Aa,Too Much,"['Drake', 'Sampha']",261853,1/1/13,2013,0.173,0.637,0.569,0.0,0.18,-5.858,0.55,140.269,0.148,1,6,59,1,1
41a7dZcq30Ss5kPMayWRV0,That’s How You Feel,['Drake'],157605,6/29/18,2018,0.117,0.85,0.473,0.0105,0.108,-5.747,0.209,85.454,0.38,0,10,65,1,1
6x3HF1SdlVeZqOb7soisuh,Fruit Tree,['Nick Drake'],286280,7/3/69,1969,0.739,0.346,0.271,0.69,0.0947,-16.372,0.0308,124.882,0.215,0,4,40,0,0
6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,"['Lil Baby', 'Drake']",142273,5/18/18,2018,0.035,0.964,0.346,0.0,0.108,-9.309,0.53,119.958,0.562,0,5,80,1,3
1GpSXGBCDDHKRrOTqg4jdr,Marvins Room,['Drake'],347587,1/1/11,2011,0.649,0.412,0.254,0.00124,0.0841,-17.448,0.0964,168.068,0.332,0,9,56,1,0
6Z01gUquJsjJC67uNWm6P0,Shot For Me,['Drake'],224720,11/15/11,2011,0.0555,0.566,0.465,0.0,0.567,-11.714,0.235,143.015,0.177,1,2,64,1,1
4PWY72AubTjoZrohQt0pWn,Tuesday (feat. Drake),"['ILOVEMAKONNEN', 'Drake']",321987,12/15/14,2014,0.215,0.77,0.664,0.000118,0.105,-5.604,0.211,140.163,0.472,1,0,56,1,1
