id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,cluster
5lc8or13c2lgTWTOVIos6W,At The Chime Of A City Clock,['Nick Drake'],285613,3/6/70,1970,0.589,0.482,0.209,0.000723,0.121,-19.163,0.0354,99.764,0.174,0,8,44,0,0
2w9K8zyrxcAwRKRti0BvFa,Mr. Wrong,"['Mary J. Blige', 'Drake']",241853,1/1/11,2011,0.193,0.693,0.676,8.18e-06,0.126,-5.024,0.15,143.057,0.461,0,0,51,0,1
2KvHC9z14GSl4YpkNMX384,Do Not Disturb,['Drake'],283551,3/18/17,2017,0.246,0.618,0.693,0.0,0.112,-5.943,0.45,170.982,0.454,0,7,71,1,1
6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),"['Drake', 'Michael Jackson']",245787,6/29/18,2018,0.493,0.826,0.318,0.0131,0.11,-12.391,0.0574,103.002,0.138,1,10,73,0,2
4MRT0dDbhqFKl67WzhUbSw,Only,"['Nicki Minaj', 'Drake', 'Lil Wayne', 'Chris Brown']",312027,12/15/14,2014,0.405,0.573,0.495,0.0,0.0969,-7.245,0.592,179.196,0.255,0,8,68,1,3
5W7xC99N2Zzfh69r7I7zWK,Aston Martin Music,"['Rick Ross', 'Drake', 'Chrisette Michele']",270627,1/1/10,2010,0.0125,0.57,0.58,0.0,0.0497,-5.547,0.209,171.917,0.405,0,10,67,1,1
0PXp9QxBfSKGGpWUNaws2X,Drama (feat. Drake),"['Roy Woods', 'Drake']",251860,7/31/15,2015,0.157,0.709,0.362,0.0,0.109,-9.814,0.055,122.043,0.113,1,11,76,1,1
5lwxQdXaOMlwGjqIu2c4K4,For Pete's Sake,['Pete Drake'],131544,1962,1962,0.804,0.56,0.415,0.902,0.149,-11.235,0.0274,93.609,0.971,1,0,17,0,2
1G0JddH0MHVg4VE03vheBm,Show Me A Good Time,['Drake'],210360,1/1/10,2010,0.0385,0.665,0.734,0.0,0.116,-6.066,0.117,128.311,0.706,0,6,47,1,1
4c2xt1trwYZpMqPWY35Xi9,Jaded,['Drake'],262453,6/29/18,2018,0.037,0.766,0.271,0.0,0.175,-5.697,0.0412,116.02,0.0371,1,0,66,1,1
0WHxt7NjSS6FvajiQTURJQ,Wildfire (OVO Remix),"['SBTRKT', 'Drake']",255139,10/4/11,2011,0.074,0.826,0.589,0.0,0.11,-5.489,0.392,139.751,0.297,0,5,43,0,1
6ImxYXeLDQPIv4qo7bMhSk,Company,"['Drake', 'Travis Scott']",252640,2/12/15,2015,0.0403,0.651,0.55,0.0,0.165,-8.215,0.0496,107.567,0.119,1,7,61,1,1
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake),"['Bad Bunny', 'Drake']",210368,10/11/18,2018,0.0141,0.817,0.539,0.000496,0.099,-6.349,0.0621,97.062,0.158,0,6,80,0,1
6TxcaszFfnsCG6ZGkp6P98,Over the Bannister,"['Judy Garland', 'Tom Drake']",87107,1/1/45,1945,0.981,0.353,0.0288,6.15e-05,0.116,-23.687,0.044,83.159,0.27,1,10,15,0,0
4Wjhj0WjkyECccfHVIgaTq,Trust Issues,['Drake'],281519,8/2/19,2019,0.779,0.421,0.539,0.0,0.111,-5.456,0.274,89.177,0.523,0,11,68,1,2
4n1bdaKwynQndm47x5HqWX,Blue Tint,['Drake'],162800,6/29/18,2018,0.013,0.888,0.372,0.0,0.184,-10.254,0.358,133.998,0.123,0,7,64,1,1
4BycRneKmOs6MhYG9THsuX,Find Your Love,['Drake'],208947,1/1/10,2010,0.0211,0.627,0.614,0.0,0.0286,-6.006,0.17,96.038,0.758,0,6,60,0,1
637A7SaHyjxQEHyUMb30hx,Off That,"['JAY-Z', 'Drake']",246507,9/8/09,2009,0.279,0.564,0.929,0.0,0.149,-3.839,0.275,110.539,0.808,1,1,46,1,1
4dwioEAIrPrHeHbtczy1zk,"Kiss Me, Kate: We Open in Venice","['Cole Porter', 'Alfred Drake', 'Patricia Morison', 'Lisa Kirk', 'Harold Lang', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",133773,1949,1949,0.706,0.722,0.37,0.0,0.178,-12.294,0.557,121.372,0.872,1,10,0,0,3
1v24T2ug4TlssYZvI3aL4O,Lust For Life,['Drake'],176179,2009,2009,0.939,0.462,0.422,0.0327,0.108,-10.381,0.175,87.364,0.0853,1,6,58,1,0
63FrXif0Pdu4NAPvTh87mw,Mine (feat. Drake),"['Beyoncé', 'Drake']",378600,11/24/14,2014,0.0673,0.557,0.428,0.0019,0.139,-11.299,0.137,103.009,0.0996,1,5,59,1,1
6MbH1QiphMCPTqVEVC7UYi,Nothings Into Somethings,['Drake'],153725,3/18/17,2017,0.332,0.766,0.234,0.00156,0.358,-7.544,0.159,96.882,0.256,0,11,59,0,2
